CIDER DB	Source	Source_ID		OrchardDB v0.1	Source
Coniochaeta sp. PMI_546	JGI	fungi	TRUE	Coniochaeta sp. PMI_546	
Coniophora olivacea	JGI	fungi	TRUE	Coniophora olivacea	
Coniophora puteana	JGI	mycocosm	TRUE	Coniophora puteana	
Coniosporium apollinis CBS 100218	JGI	fungi	TRUE	Coniosporium apollinis CBS 100218	
Coprinellus micaceus	JGI	fungi	TRUE	Coprinellus micaceus	
Coprinellus pellucidus	JGI	fungi	TRUE	Coprinellus pellucidus	
Coprinopsis cinerea	JGI	mycocosm	TRUE	Coprinopsis cinerea	
Coprinopsis cinerea AmutBmut pab1-1	JGI	mycocosm	TRUE	Coprinopsis cinerea AmutBmut pab1-1	
Coprinopsis marcescibilis	JGI	fungi	TRUE	Coprinopsis marcescibilis	
Coprinopsis sclerotiger	JGI	fungi	TRUE	Coprinopsis sclerotiger	
Cordyceps militaris CM01	JGI	mycocosm	TRUE	Cordyceps militaris CM01	
Corollospora maritima	JGI	fungi	TRUE	Corollospora maritima	
Cortinarius glaucopus AT 2004 276	JGI	mycocosm	TRUE	Cortinarius glaucopus AT 2004 276	
Corynespora cassiicola	JGI	mycocosm	TRUE	Corynespora cassiicola	
Crassostrea gigas	ensembl	metazoa	TRUE	Crassostrea gigas	
Crepidotus variabilis	JGI	fungi	TRUE	Crepidotus variabilis	
Cricetulus griseus	NCBI	Refseq	TRUE	Cricetulus griseus	
Cronartium quercuum f. sp. fusiforme G11	JGI	mycocosm	TRUE	Cronartium quercuum f. sp. fusiforme G11	
Crucibulum laeve	JGI	fungi	TRUE	Crucibulum laeve	
Cryphonectria parasitica EP155	JGI	mycocosm	TRUE	Cryphonectria parasitica EP155	
Cryptococcus curvatus ATCC 20509	JGI	fungi	TRUE	Cryptococcus curvatus ATCC 20509	
Cryptococcus gattii WM276	broad	BROAD	TRUE	Cryptococcus gattii WM276	
Cryptococcus neoformans var. grubii H99	broad	broad	TRUE	Cryptococcus neoformans var. grubii H99	
Cryptococcus neoformans var. neoformans B-3501A	NCBI	Refseq	TRUE	Cryptococcus neoformans var. neoformans B-3501A	
Cryptococcus neoformans var. neoformans JEC21	JGI	mycocosm	TRUE	Cryptococcus neoformans var. neoformans JEC21	
Cryptococcus terricola	JGI	fungi	TRUE	Cryptococcus terricola	
Cryptococcus vishniacii	JGI	mycocosm	TRUE	Cryptococcus vishniacii	
Cryptococcus wieringae	JGI	fungi	TRUE	Cryptococcus wieringae	
Cryptodiaporthe populea	JGI	mycocosm	TRUE	Cryptodiaporthe populea	
Cryptosporidium hominis	NCBI	Refseq	TRUE	Cryptosporidium hominis	
Cryptosporidium muris RN66	NCBI	Refseq	TRUE	Cryptosporidium muris RN66	
Cryptosporidium parvum	NCBI	Refseq	TRUE	Cryptosporidium parvum	
Cucumis sativus	JGI	phytozome	TRUE	Cucumis sativus	
Cucurbitaria berberidis CBS 394.84	JGI	mycocosm	TRUE	Cucurbitaria berberidis CBS 394.84	
Culex quinquefasciatus	ensembl	metazoa	TRUE	Culex quinquefasciatus	
Cyanidioschyzon merolae	ensembl	plants	TRUE	Cyanidioschyzon merolae	
Cyathus striatus	JGI	fungi	TRUE	Cyathus striatus	
Cyberlindnera jadinii NRRL Y-1542	JGI	mycocosm	TRUE	Cyberlindnera jadinii NRRL Y-1542	
Cyclospora cayetanensis	NCBI	GenBank	TRUE	Cyclospora cayetanensis	
Cylindrobasidium torrendii FP15055 ss-10	JGI	mycocosm	TRUE	Cylindrobasidium torrendii FP15055 ss-10	
Cyphellophora europaea CBS 101466	JGI	fungi	TRUE	Cyphellophora europaea CBS 101466	
Cystostereum murrayi	JGI	mycocosm	TRUE	Cystostereum murrayi	
Dacryopinax primogenitus	JGI	mycocosm	TRUE	Dacryopinax primogenitus	
Daedalea quercina	JGI	mycocosm	TRUE	Daedalea quercina	
Daldinia eschscholzii	JGI	mycocosm	TRUE	Daldinia eschscholzii	
Danaus plexippus	other	GenProjSol	TRUE	Danaus plexippus	
Danio rerio	ensembl	E75	TRUE	Danio rerio	
Daphnia pulex	ensembl	metazoa	TRUE	Daphnia pulex	
Dasypus novemcinctus	ensembl	E75	TRUE	Dasypus novemcinctus	
Debaryomyces hansenii	JGI	mycocosm	TRUE	Debaryomyces hansenii	
Decorospora gaudefroyi	JGI	fungi	TRUE	Decorospora gaudefroyi	
Dekkera bruxellensis CBS 2499	JGI	mycocosm	TRUE	Dekkera bruxellensis CBS 2499	
Delitschia confertaspora ATCC 74209	JGI	mycocosm	TRUE	Delitschia confertaspora ATCC 74209	
Delphinella strobiligena	JGI	mycocosm	TRUE	Delphinella strobiligena	
Dendroctonus ponderosae	ensembl	metazoa	TRUE	Dendroctonus ponderosae	
Dendrothele bispora CBS 962.96	JGI	mycocosm	TRUE	Dendrothele bispora CBS 962.96	
Dentipellis sp. KUC8613	JGI	fungi	TRUE	Dentipellis sp. KUC8613	
Diaporthe helianthi	JGI	fungi	TRUE	Diaporthe helianthi	
Dichomitus squalens	JGI	mycocosm	TRUE	Dichomitus squalens	
Dichomitus squalens LYAD-421 SS1	JGI	mycocosm	TRUE	Dichomitus squalens LYAD-421 SS1	
Dictyostelium discoideum AX4	ensembl	protists	TRUE	Dictyostelium discoideum AX4	
Dictyostelium fasciculatum	NCBI	Refseq	TRUE	Dictyostelium fasciculatum	
Dictyostelium purpureum	JGI	other	TRUE	Dictyostelium purpureum	
Didymella exigua CBS 183.55	JGI	mycocosm	TRUE	Didymella exigua CBS 183.55	
Didymella zeae-maydis	JGI	fungi	TRUE	Didymella zeae-maydis	
Dioszegia cryoxerica	JGI	mycocosm	TRUE	Dioszegia cryoxerica	
Diplodia seriata	JGI	fungi	TRUE	Diplodia seriata	
Dipodomys ordii	ensembl	E75	TRUE	Dipodomys ordii	
Dissoconium aciculare	JGI	mycocosm	TRUE	Dissoconium aciculare	
Dothidotthia symphoricarpi	JGI	mycocosm	TRUE	Dothidotthia symphoricarpi	
Dothistroma septosporum	JGI	mycocosm	TRUE	Dothistroma septosporum	
Drosophila ananassae	ensembl	metazoa	TRUE	Drosophila ananassae	
Drosophila erecta	ensembl	metazoa	TRUE	Drosophila erecta	
Drosophila grimshawi	ensembl	metazoa	TRUE	Drosophila grimshawi	
Drosophila melanogaster	ensembl	E75	TRUE	Drosophila melanogaster	
Drosophila mojavensis	ensembl	metazoa	TRUE	Drosophila mojavensis	
Drosophila persimilis	ensembl	metazoa	TRUE	Drosophila persimilis	
Drosophila pseudoobscura	ensembl	metazoa	TRUE	Drosophila pseudoobscura	
Drosophila sechellia	ensembl	metazoa	TRUE	Drosophila sechellia	
Drosophila simulans	ensembl	metazoa	TRUE	Drosophila simulans	
Drosophila virilis	ensembl	metazoa	TRUE	Drosophila virilis	
Drosophila willistoni	ensembl	metazoa	TRUE	Drosophila willistoni	
Drosophila yakuba	ensembl	metazoa	TRUE	Drosophila yakuba	
Echinococcus granulosus	NCBI	GenBank	TRUE	Echinococcus granulosus	
Echinococcus multilocularis	other	Sanger	TRUE	Echinococcus multilocularis	
Echinops telfairi	ensembl	E75	TRUE	Echinops telfairi	
Edhazardia aedis USNM 41457	broad	broad	TRUE	Edhazardia aedis USNM 41457	
Eimeria acervulina	NCBI	EMBL	TRUE	Eimeria acervulina	
Eimeria brunetti	NCBI	EMBL	TRUE	Eimeria brunetti	
Eimeria maxima	NCBI	EMBL	TRUE	Eimeria maxima	
Eimeria mitis	NCBI	EMBL	TRUE	Eimeria mitis	
Eimeria necatrix	NCBI	EMBL	TRUE	Eimeria necatrix	
Eimeria praecox	NCBI	EMBL	TRUE	Eimeria praecox	
Eimeria tenella	NCBI	EMBL	TRUE	Eimeria tenella	
Elsinoe ampelina	JGI	fungi	TRUE	Elsinoe ampelina	
Emiliania huxleyi CCMP1516	ensembl	protists	TRUE	Emiliania huxleyi CCMP1516	
Encephalitozoon cuniculi GB-M1	JGI	mycocosm	TRUE	Encephalitozoon cuniculi GB-M1	
Encephalitozoon hellem ATCC 50504	JGI	mycocosm	TRUE	Encephalitozoon hellem ATCC 50504	
Encephalitozoon intestinalis ATCC 50506	JGI	mycocosm	TRUE	Encephalitozoon intestinalis ATCC 50506	
Encephalitozoon romaleae SJ-2008	JGI	mycocosm	TRUE	Encephalitozoon romaleae SJ-2008	
Endocarpon pusillum Z07020	JGI	mycocosm	TRUE	Endocarpon pusillum Z07020	
Entamoeba dispar SAW760	NCBI	Refseq	TRUE	Entamoeba dispar SAW760	
Entamoeba histolytica	ensembl	protists	TRUE	Entamoeba histolytica	
Entamoeba invadens IP1	NCBI	Refseq	TRUE	Entamoeba invadens IP1	
Entamoeba nuttalli P19	NCBI	GenBank	TRUE	Entamoeba nuttalli P19	
Enterocytozoon bieneusi H348	JGI	mycocosm	TRUE	Enterocytozoon bieneusi H348	
Enterospora canceri	NCBI	GenBank	TRUE	Enterospora canceri	
Entoleuca mammata	JGI	mycocosm	TRUE	Entoleuca mammata	
Entophlyctis helioformis	JGI	mycocosm	TRUE	Entophlyctis helioformis	
Equus caballus	ensembl	E75	TRUE	Equus caballus	
Eremomyces bilateralis	JGI	fungi	TRUE	Eremomyces bilateralis	
Eremothecium cymbalariae	NCBI	Refseq	TRUE	Eremothecium cymbalariae	
Eremothecium gossypii ATCC 10895	JGI	fungi	TRUE	Eremothecium gossypii ATCC 10895	
Erinaceus europaeus	ensembl	E75	TRUE	Erinaceus europaeus	
Erythrobasidium hasegawianum ATCC 9536	JGI	fungi	TRUE	Erythrobasidium hasegawianum ATCC 9536	
Eucalyptus grandis	JGI	phytozome	TRUE	Eucalyptus grandis	
Eurotium rubrum	JGI	mycocosm	TRUE	Eurotium rubrum	
Eutrema salsugineum	JGI	phytozome	TRUE	Eutrema salsugineum	
Eutypa lata UCREL1	JGI	mycocosm	TRUE	Eutypa lata UCREL1	
Exidia glandulosa	JGI	mycocosm	TRUE	Exidia glandulosa	
Exobasidium vaccinii MPITM	JGI	mycocosm	TRUE	Exobasidium vaccinii MPITM	
Exophiala aquamarina CBS 119918	JGI	fungi	TRUE	Exophiala aquamarina CBS 119918	
Exophiala dermatitidis NIH/UT8656	JGI	fungi	TRUE	Exophiala dermatitidis NIH/UT8656	
Exophiala mesophila	JGI	fungi	TRUE	Exophiala mesophila	
Exophiala oligosperma	JGI	fungi	TRUE	Exophiala oligosperma	
Exophiala sideris	JGI	fungi	TRUE	Exophiala sideris	
Exophiala spinifera	JGI	fungi	TRUE	Exophiala spinifera	
Exophiala xenobiotica	JGI	fungi	TRUE	Exophiala xenobiotica	
Felis catus	ensembl	E75	TRUE	Felis catus	
Fellomyces penicillatus	JGI	fungi	TRUE	Fellomyces penicillatus	
Fibroporia radiculosa TFFH 294	JGI	mycocosm	TRUE	Fibroporia radiculosa TFFH 294	
Fibulobasidium inconspicuum	JGI	fungi	TRUE	Fibulobasidium inconspicuum	
Fibulorhizoctonia sp. CBS 109695	JGI	mycocosm	TRUE	Fibulorhizoctonia sp. CBS 109695	
Ficedula albicollis	ensembl	E75	TRUE	Ficedula albicollis	
Fistulina hepatica	JGI	mycocosm	TRUE	Fistulina hepatica	
Fomitiporia mediterranea	JGI	mycocosm	TRUE	Fomitiporia mediterranea	
Fomitopsis pinicola FP-58527 SS1	JGI	mycocosm	TRUE	Fomitopsis pinicola FP-58527 SS1	
Fonsecaea multimorphosa CBS 102226	JGI	fungi	TRUE	Fonsecaea multimorphosa CBS 102226	
Fonsecaea pedrosoi CBS 271.37	JGI	fungi	TRUE	Fonsecaea pedrosoi CBS 271.37	
Fonticula alba	broad	broad	TRUE	Fonticula alba	
Fragaria vesca	JGI	phytozome	TRUE	Fragaria vesca	
Fragilariopsis cylindrus CCMP1102	JGI	other	TRUE	Fragilariopsis cylindrus CCMP1102	
Fukomys damarensis	NCBI	Refseq	TRUE	Fukomys damarensis	
Fusarium fujikuroi	ensembl	fungi	TRUE	Fusarium fujikuroi	
Fusarium fujikuroi IMI 58289	JGI	mycocosm	TRUE	Fusarium fujikuroi IMI 58289	
Fusarium graminearum PH-1	broad	broad	TRUE	Fusarium graminearum PH-1	
Fusarium oxysporum f. sp. melonis	broad	broad	TRUE	Fusarium oxysporum f. sp. melonis	
Fusarium oxysporum Fo47	broad	broad	TRUE	Fusarium oxysporum Fo47	
Fusarium pseudograminearum CS3096	ensembl	fungi	TRUE	Fusarium pseudograminearum CS3096	
Fusarium verticillioides 7600	broad	broad	TRUE	Fusarium verticillioides 7600	
Gadus morhua	ensembl	E75	TRUE	Gadus morhua	
Gaertneriomyces semiglobifer	JGI	mycocosm	TRUE	Gaertneriomyces semiglobifer	
Gaeumannomyces graminis var. tritici R3-111a-1	broad	broad	TRUE	Gaeumannomyces graminis var. tritici R3-111a-1	
Galdieria sulphuraria	NCBI	Refseq	TRUE	Galdieria sulphuraria	
Galerina marginata	JGI	mycocosm	TRUE	Galerina marginata	
Gallus gallus	ensembl	E75	TRUE	Gallus gallus	
Ganoderma sp.	JGI	mycocosm	TRUE	Ganoderma sp.	
Gasterosteus aculeatus	ensembl	E75	TRUE	Gasterosteus aculeatus	
Gautieria morchelliformis	JGI	fungi	TRUE	Gautieria morchelliformis	
Giardia intestinalis	NCBI	Refseq	TRUE	Giardia intestinalis	
Giardia lamblia ATCC 50803	ensembl	protists	TRUE	Giardia lamblia ATCC 50803	
Gilbertella persicaria var. persicaria	JGI	mycocosm	TRUE	Gilbertella persicaria var. persicaria	
Glarea lozoyensis ATCC 20868	JGI	mycocosm	TRUE	Glarea lozoyensis ATCC 20868	
Globomyces pollinis-pini	JGI	mycocosm	TRUE	Globomyces pollinis-pini	
Gloeopeniophorella convolvens	JGI	mycocosm	TRUE	Gloeopeniophorella convolvens	
Gloeophyllum trabeum	JGI	mycocosm	TRUE	Gloeophyllum trabeum	
Glonium stellatum	JGI	fungi	TRUE	Glonium stellatum	
Glycine max	JGI	phytozome	TRUE	Glycine max	
Gonapodya prolifera	JGI	mycocosm	TRUE	Gonapodya prolifera	
Gongronella butleri	JGI	mycocosm	TRUE	Gongronella butleri	
Gorilla gorilla gorilla	ensembl	E75	TRUE	Gorilla gorilla gorilla	
Gossypium hirsutum	other	PlantGDB	TRUE	Gossypium hirsutum	
Gossypium raimondii	JGI	phytozome	TRUE	Gossypium raimondii	
Gregarina niphandrodes	NCBI	GenBank	TRUE	Gregarina niphandrodes	
Grosmannia clavigera kw1407	JGI	mycocosm	TRUE	Grosmannia clavigera kw1407	
Guillardia theta	ensembl	protists	TRUE	Guillardia theta	
Guyanagaster necrorhiza MCA 3950	JGI	fungi	TRUE	Guyanagaster necrorhiza MCA 3950	
Gymnascella aurantiaca	JGI	mycocosm	TRUE	Gymnascella aurantiaca	
Gymnascella citrina	JGI	mycocosm	TRUE	Gymnascella citrina	
Gymnopilus chrysopellus PR-1187	JGI	mycocosm	TRUE	Gymnopilus chrysopellus PR-1187	
Gymnopilus junonius	JGI	fungi	TRUE	Gymnopilus junonius	
Gymnopus androsaceus JB14	JGI	fungi	TRUE	Gymnopus androsaceus JB14	
Gymnopus earleae	JGI	mycocosm	TRUE	Gymnopus earleae	
Gymnopus luxurians	JGI	mycocosm	TRUE	Gymnopus luxurians	
Gyrodon lividus BX	JGI	mycocosm	TRUE	Gyrodon lividus BX	
Gyromitra esculenta	JGI	fungi	TRUE	Gyromitra esculenta	
Hammondia hammondi	NCBI	Refseq	TRUE	Hammondia hammondi	
Hanseniaspora valbyensis NRRL Y-1626	JGI	mycocosm	TRUE	Hanseniaspora valbyensis NRRL Y-1626	
Hebeloma cylindrosporum h7	JGI	mycocosm	TRUE	Hebeloma cylindrosporum h7	
Heliconius melpomene	ensembl	metazoa	TRUE	Heliconius melpomene	
Heliocybe sulcata	JGI	fungi	TRUE	Heliocybe sulcata	
Helobdella robusta	ensembl	metazoa	TRUE	Helobdella robusta	
Hesseltinella vesiculosa	JGI	fungi	TRUE	Hesseltinella vesiculosa	
Heterobasidion annosum	JGI	mycocosm	TRUE	Heterobasidion annosum	
Heterocephalus glaber	other	GigaDB	TRUE	Heterocephalus glaber	
Heterogastridium pycnidioideum ATCC MYA-4631	JGI	mycocosm	TRUE	Heterogastridium pycnidioideum ATCC MYA-4631	
Histoplasma capsulatum G186AR	NCBI	Refseq	TRUE	Histoplasma capsulatum G186AR	
Homo sapiens	ensembl	E75	TRUE	Homo sapiens	
Homoloaphlyctis polyrhiza JEL 142	other	JasonStajich	TRUE	Homoloaphlyctis polyrhiza JEL 142	
Hordeum vulgare	ensembl	plants	TRUE	Hordeum vulgare	
Hortaea acidophila	JGI	fungi	TRUE	Hortaea acidophila	
Hyaloperonospora arabidopsidis Emoy2	ensembl	protists	TRUE	Hyaloperonospora arabidopsidis Emoy2	
Hyalopycnis blepharistoma	JGI	fungi	TRUE	Hyalopycnis blepharistoma	
Hydnomerulius pinastri	JGI	mycocosm	TRUE	Hydnomerulius pinastri	
Hydnopolyporus fimbriatus	JGI	fungi	TRUE	Hydnopolyporus fimbriatus	
Hydnum rufescens UP504	JGI	fungi	TRUE	Hydnum rufescens UP504	
Hydra magnipapillata	JGI	metazome	TRUE	Hydra magnipapillata	
Hymenolepis microstoma	NCBI	EMBL	TRUE	Hymenolepis microstoma	
Hymenopellis radicata	JGI	fungi	TRUE	Hymenopellis radicata	
Hymenoscyphus varicosporoides	JGI	mycocosm	TRUE	Hymenoscyphus varicosporoides	
Hypholoma sublateritium	JGI	mycocosm	TRUE	Hypholoma sublateritium	
Hyphopichia burtonii NRRL Y-1933	JGI	mycocosm	TRUE	Hyphopichia burtonii NRRL Y-1933	
Hypoxylon sp. CI-4A	JGI	mycocosm	TRUE	Hypoxylon sp. CI-4A	
Hypoxylon sp. CO27-5	JGI	mycocosm	TRUE	Hypoxylon sp. CO27-5	
Hypoxylon sp. EC38	JGI	mycocosm	TRUE	Hypoxylon sp. EC38	
Hysterium pulicare	JGI	mycocosm	TRUE	Hysterium pulicare	
Ichthyophthirius multifiliis	NCBI	Refseq	TRUE	Ichthyophthirius multifiliis	
Ictidomys tridecemlineatus	ensembl	E75	TRUE	Ictidomys tridecemlineatus	
Ilyonectria robusta	JGI	mycocosm	TRUE	Ilyonectria robusta	
Ilyonectria sp.	JGI	mycocosm	TRUE	Ilyonectria sp.	
Ixodes scapularis	ensembl	metazoa	TRUE	Ixodes scapularis	
Jaapia argillacea	JGI	mycocosm	TRUE	Jaapia argillacea	
Jaculus jaculus	NCBI	Refseq	TRUE	Jaculus jaculus	
Jaminaea sp. MCA 5214	JGI	fungi	TRUE	Jaminaea sp. MCA 5214	
Kalaharituber pfeilii	JGI	fungi	TRUE	Kalaharituber pfeilii	
Karstenula rhodostoma CBS 690.94	JGI	mycocosm	TRUE	Karstenula rhodostoma CBS 690.94	
Kazachstania africana CBS 2517	JGI	fungi	TRUE	Kazachstania africana CBS 2517	
Kazachstania naganishii CBS 8797	NCBI	EMBL	TRUE	Kazachstania naganishii CBS 8797	
Khuskia oryzae	JGI	fungi	TRUE	Khuskia oryzae	
Kluyveromyces lactis	JGI	mycocosm	TRUE	Kluyveromyces lactis	
Kockovaella imperatae	JGI	mycocosm	TRUE	Kockovaella imperatae	
Komagataella pastoris	ensembl	fungi	TRUE	Komagataella pastoris	
Kuraishia capsulata CBS 1993	JGI	fungi	TRUE	Kuraishia capsulata CBS 1993	
Laccaria amethystina LaAM-08-1	JGI	mycocosm	TRUE	Laccaria amethystina LaAM-08-1	
Laccaria bicolor	JGI	mycocosm	TRUE	Laccaria bicolor	
Lachancea thermotolerans CBS 6340	NCBI	Refseq	TRUE	Lachancea thermotolerans CBS 6340	
Lactarius quietus	JGI	fungi	TRUE	Lactarius quietus	
Lactifluus volemus	JGI	mycocosm	TRUE	Lactifluus volemus	
Laetiporus sulphureus var. sulphureus	JGI	mycocosm	TRUE	Laetiporus sulphureus var. sulphureus	
Latimeria chalumnae	ensembl	E75	TRUE	Latimeria chalumnae	
Leersia perrieri	ensembl	plants	TRUE	Leersia perrieri	
Leiotrametes sp BRFM 1775	JGI	fungi	TRUE	Leiotrametes sp BRFM 1775	
Leishmania braziliensis MHOM/BR/75/M2903	NCBI	Refseq	TRUE	Leishmania braziliensis MHOM/BR/75/M2903	
Leishmania donovani BPK282A1	NCBI	Refseq	TRUE	Leishmania donovani BPK282A1	
Leishmania infantum JPCM5	NCBI	Refseq	TRUE	Leishmania infantum JPCM5	
Leishmania major strain Friedlin	ensembl	protists	TRUE	Leishmania major strain Friedlin	
Leishmania mexicana MHOM/GT/2001/U1103	NCBI	Refseq	TRUE	Leishmania mexicana MHOM/GT/2001/U1103	
Leishmania panamensis	NCBI	Refseq	TRUE	Leishmania panamensis	
Lentinellus vulpinus	JGI	fungi	TRUE	Lentinellus vulpinus	
Lentinus tigrinus	JGI	mycocosm	TRUE	Lentinus tigrinus	
Lentinus tigrinus ALCF2SS1-6	JGI	mycocosm	TRUE	Lentinus tigrinus ALCF2SS1-6	
Lentinus tigrinus ALCF2SS1-7	JGI	mycocosm	TRUE	Lentinus tigrinus ALCF2SS1-7	
Lentithecium fluviatile	JGI	mycocosm	TRUE	Lentithecium fluviatile	
Lepidopterella palustris	JGI	mycocosm	TRUE	Lepidopterella palustris	
Lepisosteus oculatus	ensembl	E75	TRUE	Lepisosteus oculatus	
Lepista nuda	JGI	fungi	TRUE	Lepista nuda	
Leptodontium sp. PMI_412	JGI	mycocosm	TRUE	Leptodontium sp. PMI_412	
Leptomonas seymouri	NCBI	GenBank	TRUE	Leptomonas seymouri	
Leptosphaeria maculans	JGI	mycocosm	TRUE	Leptosphaeria maculans	
Leucoagaricus gongylophorus	JGI	mycocosm	TRUE	Leucoagaricus gongylophorus	
Leucogyrophana mollusca	JGI	mycocosm	TRUE	Leucogyrophana mollusca	
Leucosporidiella creatinivora	JGI	fungi	TRUE	Leucosporidiella creatinivora	
Lichtheimia corymbifera	NCBI	EMBL	TRUE	Lichtheimia corymbifera	
Lichtheimia hyalospora	JGI	mycocosm	TRUE	Lichtheimia hyalospora	
Linderina pennispora ATCC 12442	JGI	fungi	TRUE	Linderina pennispora ATCC 12442	
Lindgomyces ingoldianus ATCC 200398	JGI	fungi	TRUE	Lindgomyces ingoldianus ATCC 200398	
Lindra thalassiae	JGI	fungi	TRUE	Lindra thalassiae	
Lineolata rhizophorae	JGI	fungi	TRUE	Lineolata rhizophorae	
Linum usitatissimum	JGI	phytozome	TRUE	Linum usitatissimum	
Lipomyces starkeyi NRRL Y-11557	JGI	mycocosm	TRUE	Lipomyces starkeyi NRRL Y-11557	
Lizonia empirigonia	JGI	fungi	TRUE	Lizonia empirigonia	
Loa loa	ensembl	metazoa	TRUE	Loa loa	
Lobosporangium transversale NRRL 3116	JGI	fungi	TRUE	Lobosporangium transversale NRRL 3116	
Lodderomyces elongisporus NRRL YB-4239	broad	broad	TRUE	Lodderomyces elongisporus NRRL YB-4239	
Lollipopaia minuta	JGI	fungi	TRUE	Lollipopaia minuta	
Lophiostoma macrostomum	JGI	mycocosm	TRUE	Lophiostoma macrostomum	
Lophiotrema nucula	JGI	mycocosm	TRUE	Lophiotrema nucula	
Lophium mytilinum CBS 269.34	JGI	mycocosm	TRUE	Lophium mytilinum CBS 269.34	
Loramyces juncicola	JGI	fungi	TRUE	Loramyces juncicola	
Loramyces macrosporus CBS 235.53	JGI	fungi	TRUE	Loramyces macrosporus CBS 235.53	
Lottia gigantea	ensembl	metazoa	TRUE	Lottia gigantea	
Loxodonta africana	ensembl	E75	TRUE	Loxodonta africana	
Lycoperdon perlatum	JGI	mycocosm	TRUE	Lycoperdon perlatum	
Macaca fascicularis	NCBI	Refseq	TRUE	Macaca fascicularis	
Macaca mulatta	ensembl	E75	TRUE	Macaca mulatta	
Macrolepiota fuliginosa MF-IS2	JGI	mycocosm	TRUE	Macrolepiota fuliginosa MF-IS2	
Macrophomina phaseolina MS6	JGI	mycocosm	TRUE	Macrophomina phaseolina MS6	
Macroventuria anomochaeta CBS 525.71	JGI	mycocosm	TRUE	Macroventuria anomochaeta CBS 525.71	
Magnaporthe grisea	JGI	mycocosm	TRUE	Magnaporthe grisea	
Magnaporthiopsis poae ATCC 64411	JGI	fungi	TRUE	Magnaporthiopsis poae ATCC 64411	
Malassezia globosa	JGI	mycocosm	TRUE	Malassezia globosa	
Malassezia sympodialis ATCC 42132	JGI	mycocosm	TRUE	Malassezia sympodialis ATCC 42132	
Malus domestica	JGI	phytozome	TRUE	Malus domestica	
Manihot esculenta	JGI	phytozome	TRUE	Manihot esculenta	
Marasmius fiardii PR-910	JGI	fungi	TRUE	Marasmius fiardii PR-910	
Mariannaea sp. PMI_226	JGI	mycocosm	TRUE	Mariannaea sp. PMI_226	
Marssonina brunnea f. sp. multigermtubi MB_m1	JGI	fungi	TRUE	Marssonina brunnea f. sp. multigermtubi MB_m1	
Martensiomyces pterosporus	JGI	fungi	TRUE	Martensiomyces pterosporus	
Massarina eburnea CBS 473.64	JGI	fungi	TRUE	Massarina eburnea CBS 473.64	
Massariosphaeria phaeospora	JGI	mycocosm	TRUE	Massariosphaeria phaeospora	
Medicago truncatula	JGI	phytozome	TRUE	Medicago truncatula	
Megaselia scalaris	ensembl	metazoa	TRUE	Megaselia scalaris	
Meira miltonrushii MCA 3882	JGI	fungi	TRUE	Meira miltonrushii MCA 3882	
Melampsora allii-populina	JGI	fungi	TRUE	Melampsora allii-populina	
Melampsora larici-populina	JGI	mycocosm	TRUE	Melampsora larici-populina	
Melampsora lini	JGI	fungi	TRUE	Melampsora lini	
Melanconium sp. NRRL 54901	JGI	mycocosm	TRUE	Melanconium sp. NRRL 54901	
Melanomma pulvis-pyrius	JGI	mycocosm	TRUE	Melanomma pulvis-pyrius	
Melanospora tiffanyae F1KG0001	JGI	fungi	TRUE	Melanospora tiffanyae F1KG0001	
Melanotaenium endogenum	JGI	fungi	TRUE	Melanotaenium endogenum	
Meleagris gallopavo	ensembl	E75	TRUE	Meleagris gallopavo	
Meliniomyces bicolor E	JGI	mycocosm	TRUE	Meliniomyces bicolor E	
Meliniomyces variabilis F	JGI	mycocosm	TRUE	Meliniomyces variabilis F	
Melitaea cinxia	ensembl	metazoa	TRUE	Melitaea cinxia	
Meredithblackwellia eburnea MCA 4105	JGI	fungi	TRUE	Meredithblackwellia eburnea MCA 4105	
Mesocricetus auratus	NCBI	Refseq	TRUE	Mesocricetus auratus	
Metarhizium acridum CQMa 102	JGI	mycocosm	TRUE	Metarhizium acridum CQMa 102	
Metarhizium robertsii	JGI	mycocosm	TRUE	Metarhizium robertsii	
Metschnikowia bicuspidata var. bicuspidata	JGI	mycocosm	TRUE	Metschnikowia bicuspidata var. bicuspidata	
Meyerozyma guilliermondii ATCC 6260	JGI	mycocosm	TRUE	Meyerozyma guilliermondii ATCC 6260	
Microascus trigonosporus CBS 218.31	JGI	fungi	TRUE	Microascus trigonosporus CBS 218.31	
Microbotryum lychnidis-dioicae p1A1 Lamole	JGI	mycocosm	TRUE	Microbotryum lychnidis-dioicae p1A1 Lamole	
Microbotryum violaceum	ensembl	fungi	TRUE	Microbotryum violaceum	
Microbotryum violaceum p1A1 Lamole	JGI	fungi	TRUE	Microbotryum violaceum p1A1 Lamole	
Microdochium bolleyi	JGI	fungi	TRUE	Microdochium bolleyi	
Micromonas pusilla CCMP1545	JGI	phytozome	TRUE	Micromonas pusilla CCMP1545	
Micromonas sp. RCC299	JGI	phytozome	TRUE	Micromonas sp. RCC299	
Microsporum canis CBS 113480	JGI	mycocosm	TRUE	Microsporum canis CBS 113480	
Microstromatales sp. MCA 4718	JGI	fungi	TRUE	Microstromatales sp. MCA 4718	
Microthyrium microscopicum CBS 115976	JGI	fungi	TRUE	Microthyrium microscopicum CBS 115976	
Microtus ochrogaster	NCBI	Refseq	TRUE	Microtus ochrogaster	
