Hirsutella_minnesotensis_3608.ASM95604v1.pep.all.fa,1043627,DNA,1
Histoplasma_capsulatum_g186ar.ASM15011v1.pep.all.fa,447093,DNA,1
Histoplasma_capsulatum_h143.ASM15103v1.pep.all.fa,544712,DNA,1
Histoplasma_capsulatum_h88.ASM15100v2.pep.all.fa,544711,DNA,1
Histoplasma_capsulatum_nam1.ASM14958v1.pep.all.fa,339724,DNA,1
Hydnomerulius_pinastri_md_312.Hydpi2.pep.all.fa,994086,DNA,1
Hypholoma_sublateritium_fd_334_ss_4.Hypsu1.pep.all.fa,945553,DNA,1
Hyphopichia_burtonii_nrrl_y_1933.Hypbu1.pep.all.fa,984485,DNA,1
Hypsizygus_marmoreus.ASM160531v1.pep.all.fa,39966,DNA,1
Isaria_fumosorosea_arsef_2679.ISF_1.0.pep.all.fa,1081104,DNA,1
Jaapia_argillacea_mucl_33604.Jaaar1.pep.all.fa,933084,DNA,1
Kalmanozyma_brasiliensis_ghg001.PSEUBRA1.pep.all.fa,1365824,DNA,1
Kazachstania_africana_cbs_2517.Ka_CBS2517.pep.all.fa,1071382,DNA,1
Kazachstania_naganishii_cbs_8797.ASM34898v1.pep.all.fa,1071383,DNA,1
Kluyveromyces_lactis.ASM251v1.pep.all.fa,28985,DNA,1
Kluyveromyces_marxianus.KM1777_03.pep.all.fa,4911,DNA,1
Kluyveromyces_marxianus_dmku3_1042.Kmar_1.0.pep.all.fa,1003335,DNA,1
Komagataella_pastoris_gca_001708105.ASM170810v1.pep.all.fa,4922,DNA,1
Komagataella_phaffii.ASM170808v1.pep.all.fa,460519,DNA,1
Komagataella_phaffii_cbs_7435.PicPas_Mar2011.pep.all.fa,981350,DNA,1
Komagataella_phaffii_gs115.ASM174695v1.pep.all.fa,644223,DNA,1
Kuraishia_capsulata_cbs_1993.AUH_PRJEB4427_v1.pep.all.fa,1382522,DNA,1
Kwoniella_bestiolae_cbs_10118.Cryp_best_CBS10118_V1.pep.all.fa,1296100,DNA,1
Kwoniella_dejecticola_cbs_10117.Cryp_deje_CBS10117_V1.pep.all.fa,1296121,DNA,1
Kwoniella_heveanensis_bcc8398.Cryp_heve_BCC8398_V1.pep.all.fa,1296120,DNA,1
Kwoniella_heveanensis_cbs_569.Cryp_heve_CBS569_V2.pep.all.fa,1296119,DNA,1
Kwoniella_mangroviensis_cbs_10435.Kwon_mang_CBS10435_V2.pep.all.fa,1331196,DNA,1
